Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOGL,META,NFLX,AAPL,AMZN,GOOGL,META,NFLX,AAPL,AMZN,GOOGL,META,NFLX,AAPL,AMZN,GOOGL,META,NFLX,AAPL,AMZN,GOOGL,META,NFLX
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-24 14:30:00+00:00,273.0950012207031,225.8699951171875,316.8900146484375,611.3499755859375,104.33499908447266,275.9200134277344,226.7899932861328,318.55999755859375,611.8798828125,105.12999725341797,270.8999938964844,222.2899932861328,309.5950012207031,597.630126953125,103.31999969482422,270.8999938964844,222.5800018310547,310.94000244140625,598.719970703125,104.25,7995693,8170085,17838274,4179737,5611699
2025-11-24 15:30:00+00:00,275.0,224.94900512695312,314.364990234375,611.6528930664062,104.38500213623047,275.38958740234375,226.4149932861328,317.79998779296875,614.8200073242188,104.47000122070312,272.6499938964844,224.8699951171875,314.1600036621094,610.5,103.80000305175781,273.0799865722656,225.8489990234375,316.92498779296875,611.2999877929688,104.33999633789062,3612728,3321400,6079599,1855792,2464690
2025-11-24 16:30:00+00:00,274.8500061035156,224.6199951171875,315.0599060058594,614.239990234375,104.35990142822266,275.2699890136719,225.1199951171875,315.1199951171875,615.4000244140625,104.51000213623047,274.44000244140625,224.05499267578125,311.8800964355469,610.1099853515625,103.8499984741211,274.9700012207031,224.92999267578125,314.364990234375,611.5999755859375,104.38500213623047,2583089,2779034,4579102,1420646,2043279
2025-11-24 17:30:00+00:00,276.1199951171875,224.97000122070312,317.25,613.9400024414062,104.41000366210938,276.510009765625,225.58999633789062,317.989990234375,615.9199829101562,104.48999786376953,274.75,224.58999633789062,314.7900085449219,613.4000244140625,103.95010375976562,274.8500061035156,224.61000061035156,315.0450134277344,614.260009765625,104.33999633789062,3404232,2147819,3789476,1400027,2042267
2025-11-24 18:30:00+00:00,276.2195129394531,225.91000366210938,317.18499755859375,614.5800170898438,104.93000030517578,276.45001220703125,226.0399932861328,318.25,616.260009765625,104.93000030517578,275.8500061035156,224.75,315.2699890136719,613.0900268554688,104.2300033569336,276.1199951171875,224.9600067138672,317.2381896972656,613.9500122070312,104.41999816894531,2440121,2461309,3790684,951577,1552747
2025-11-24 19:30:00+00:00,276.4750061035156,226.09930419921875,317.8900146484375,615.0050048828125,104.56999969482422,276.6549987792969,226.86500549316406,318.8399963378906,615.659912109375,104.94000244140625,275.3550109863281,225.47000122070312,316.510009765625,613.760009765625,104.16000366210938,276.2300109863281,225.91000366210938,317.20001220703125,614.655029296875,104.93000030517578,2989562,3160681,4103070,1056339,2548591
2025-11-24 20:30:00+00:00,275.9800109863281,226.10000610351562,318.4200134277344,613.0349731445312,107.01000213623047,276.9800109863281,227.27000427246094,319.4800109863281,616.7000122070312,108.0199966430664,275.1099853515625,225.32000732421875,317.739990234375,612.969970703125,104.30999755859375,276.4700012207031,226.0850067138672,317.9100036621094,615.0999755859375,104.58000183105469,4904039,4097764,20536469,1571417,10794741
2025-11-25 14:30:00+00:00,278.9049987792969,226.7100067138672,327.35589599609375,626.6950073242188,104.6449966430664,280.3800048828125,227.89999389648438,328.8299865722656,629.1799926757812,106.30000305175781,275.2699890136719,223.8000030517578,319.54998779296875,618.2999877929688,104.20999908447266,275.29998779296875,226.3800048828125,325.0299987792969,624.0250244140625,106.12000274658203,9723608,6943622,23847024,5320912,4578886
2025-11-25 15:30:00+00:00,277.8299865722656,227.77000427246094,320.67498779296875,626.760009765625,104.4800033569336,279.6300048828125,228.42999267578125,328.2398986816406,629.780029296875,104.81999969482422,277.7799987792969,226.35000610351562,317.6499938964844,626.010009765625,104.0,278.8900146484375,226.69000244140625,327.3500061035156,626.625,104.6500015258789,2840433,2886746,11310606,2211167,2041834
2025-11-25 16:30:00+00:00,279.0700988769531,229.25,321.2149963378906,629.1649780273438,104.93000030517578,279.30999755859375,230.07000732421875,322.05999755859375,629.9598999023438,105.0199966430664,277.5,227.5800018310547,318.67999267578125,624.4299926757812,104.2699966430664,277.82000732421875,227.7899932861328,320.6099853515625,626.739990234375,104.4800033569336,2504679,3082617,4824105,1306949,1766192
2025-11-25 17:30:00+00:00,278.760009765625,229.55999755859375,324.010009765625,630.10498046875,104.70500183105469,279.3699951171875,229.89999389648438,324.1000061035156,631.2999877929688,105.20099639892578,278.2300109863281,229.02999877929688,320.3299865722656,628.4400024414062,104.68000030517578,279.0899963378906,229.25999450683594,321.20001220703125,629.1699829101562,104.94000244140625,1925113,2100070,4240860,1494571,1741808
2025-11-25 18:30:00+00:00,278.0350036621094,229.8000030517578,322.6400146484375,632.6900024414062,104.44000244140625,278.7799987792969,230.52000427246094,324.3399963378906,633.27001953125,105.0,277.7900085449219,229.3699951171875,321.45001220703125,630.010009765625,104.30999755859375,278.7650146484375,229.5500946044922,324.0050048828125,630.0999755859375,104.70999908447266,1727727,2146344,4245050,1447396,1637720
2025-11-25 19:30:00+00:00,277.56500244140625,229.49000549316406,321.3800048828125,633.6500244140625,104.49349975585938,278.1449890136719,229.9499969482422,323.44000244140625,633.9249877929688,104.55500030517578,277.49749755859375,228.7899932861328,320.5350036621094,630.8900146484375,104.30000305175781,278.0400085449219,229.8000030517578,322.6499938964844,632.7650146484375,104.44499969482422,1909795,2204594,4365155,1375502,1399600
2025-11-25 20:30:00+00:00,276.95001220703125,229.60000610351562,323.3900146484375,636.219970703125,104.30999755859375,278.0,229.99000549316406,324.2699890136719,637.0449829101562,104.66000366210938,276.8599853515625,229.13900756835938,321.3500061035156,633.5999755859375,103.81999969482422,277.55999755859375,229.49000549316406,321.4100036621094,633.6199951171875,104.48999786376953,2448205,2133973,3769471,1975048,4185784
